activation,position,zone,item,sentence_no,word,retrieve_wh,reanalysis,agreeing_actions,matching_fs,fan_size,record_RTs
11.829009699800842,23,23,1,1,high,None,yes,2.6666666666666665,11.444444444444445,12876.306743909685,yes
3.481472390042792,24,24,1,1,as,None,no,1.0,22.0,5269.045454545455,yes
6.2550400439532945,1,26,1,2,it,None,no,2.0,11.166666666666668,12175.167142857143,yes
4.199350602262422,2,27,1,2,is,None,no,1.0,27.0,5307.0,yes
11.463139369164434,3,28,1,2,in,None,no,3.0,8.666666666666666,16600.26923076923,yes
9.02080058203057,4,29,1,2,this,None,no,3.0,7.0,20346.714285714286,yes
10.686883701163936,5,30,1,2,valley,None,no,2.6666666666666665,11.166666666666666,14527.34182340648,yes
14.855499033998933,6,31,1,2,where,None,no,3.0,11.166666666666668,11054.371621621622,yes
18.098259943995867,7,32,1,2,you,None,no,3.0,13.0,5431.734625668449,yes
13.743263113729778,8,33,1,2,would,None,no,4.0,10.0,6411.2,yes
7.058262450565225,9,34,1,2,find,None,yes,2.0,12.0,3818.75,yes
9.838566116955423,10,35,1,2,the,yes,no,3.0,8.0,17788.5,yes
9.416924107701613,11,36,1,2,city,None,no,2.6666666666666665,11.111111111111112,15001.333333333334,yes
12.466892859261737,12,37,1,2,of,None,no,3.0,10.0,15349.4,yes
12.905258972342693,13,38,1,2,bradford,None,yes,2.6666666666666665,14.253968253968253,12188.221919204856,yes
8.844783578016173,13,38,1,2,",",None,no,18.0,8.88888888888889,107277.75,no
12.21335013227755,14,39,1,2,where,None,no,3.0,9.166666666666668,12725.570564516129,yes
13.785521600403134,15,40,1,2,once,None,no,3.0,10.0,7571.6,yes
11.64413288972571,16,41,1,2,a,None,no,3.0,9.0,5698.222222222223,yes
5.396272759109985,17,42,1,2,thousand,None,no,2.0,9.5,3715.2631578947367,yes
5.071772811998408,18,43,1,2,spinning,None,no,2.0,9.0,4937.333333333333,yes
8.215328914996407,19,44,1,2,jennies,None,no,2.4,10.433333333333334,5301.234133742846,yes
13.892848439344991,20,45,1,2,that,yes,no,4.25,12.0,9594.109307359307,yes
14.282276061259031,21,46,1,2,hummed,None,no,3.0,11.0,13408.636363636364,yes
12.11397324606612,22,47,1,2,and,None,no,6.0,10.0,30575.4,yes
9.814236280542916,23,48,1,2,clattered,None,yes,2.6666666666666665,10.333333333333334,13788.039141414141,yes
8.438759254711496,24,49,1,2,spun,None,yes,3.0,7.0,20264.14285714286,yes
4.098711621580464,25,50,1,2,wool,None,no,7.0,10.285714285714286,55168.166666666664,yes
9.21926201061908,26,51,1,2,into,None,no,3.0,7.333333333333333,19895.18181818182,yes
6.508999168620686,27,52,1,2,money,None,yes,2.0,11.5,12713.304347826086,yes
10.34025026627159,28,53,1,2,for,None,no,3.0,8.333333333333334,17863.92,yes
11.345432617246098,29,54,1,2,the,None,no,3.0,9.0,16538.555555555555,yes
9.48737254697038,30,55,1,2,long-bearded,None,no,3.0,8.0,18457.375,yes
11.428302899791941,31,56,1,2,mill,None,yes,3.0,12.866666666666667,15567.517355175689,yes
5.612047661074553,1,58,1,3,that,None,no,2.5,6.416666666666666,18778.085020242914,yes
5.759338542457291,2,59,1,3,all,None,no,2.0,10.5,4474.75,yes
8.687054173568786,3,60,1,3,mill,None,yes,3.0,10.0,6694.722222222223,yes
7.4829745718899074,4,61,1,3,owners,None,no,2.25,11.291666666666666,4963.707125603865,yes
9.325795857742287,5,62,1,3,were,None,no,3.0,7.0,8381.57142857143,yes
8.147634404516404,6,63,1,3,generally,None,no,3.0,6.0,8851.0,yes
8.873440410854569,7,64,1,3,busy,None,yes,2.6666666666666665,8.166666666666666,4482.020634920635,yes
2.86868001799802,8,65,1,3,as,None,no,1.0,21.0,2411.2380952380954,yes
1.8698282165585483,9,66,1,3,beavers,None,yes,1.0,15.0,3180.133333333333,yes
9.759619993813232,10,67,1,3,and,None,no,5.0,7.0,11250.0,yes
9.927347422715497,11,68,1,3,quite,None,no,6.0,8.0,11955.75,yes
8.954907136745257,12,69,1,3,pleased,None,yes,2.5,11.875,5130.235221115092,yes
7.18707497866271,13,70,1,3,with,None,no,4.0,6.0,9512.666666666666,yes
7.698064301304777,14,71,1,3,themselves,None,yes,2.5,8.833333333333332,5472.489316239316,yes
8.542435680251451,15,72,1,3,for,None,yes,3.0,7.0,6323.714285714285,yes
9.97884142130615,16,73,1,3,being,None,no,3.0,7.0,6338.571428571428,yes
10.131760216836199,17,74,1,3,so,None,no,3.0,7.333333333333333,6265.636363636364,yes
7.414013334813731,18,75,1,3,successful,None,no,2.0,15.611111111111112,3767.0996240601507,yes
11.181521541065496,19,76,1,3,and,None,no,3.0,8.0,5945.75,yes
8.93142322669306,20,77,1,3,well,None,no,3.0,7.0,5971.285714285715,yes
4.703141448480746,21,78,1,3,off,None,yes,2.0,9.0,5052.0,yes
5.265941613146461,22,79,1,3,was,None,no,2.0,8.5,5586.117647058823,yes
8.105899263441744,23,80,1,3,known,None,yes,5.333333333333333,7.0,11627.25,yes
9.638468135380183,24,81,1,3,to,None,no,4.0,7.0,9975.42857142857,yes
9.250352381194563,25,82,1,3,the,None,no,3.0,7.666666666666667,6720.391304347826,yes
9.416951669895296,26,83,1,3,residents,None,no,2.6666666666666665,10.166666666666666,5606.314462081129,yes
12.88318451505173,27,84,1,3,of,None,no,3.0,10.0,5439.3,yes
10.790939210725117,28,85,1,3,bradford,None,yes,3.0,8.333333333333334,5702.639999999999,yes
9.514426584482216,28,85,1,3,",",None,no,3.0,6.666666666666667,7173.75,no
11.277691412697113,29,86,1,3,and,None,no,3.0,8.333333333333334,5991.24,yes
7.475693924943909,30,87,1,3,if,None,no,3.0,10.666666666666666,6216.0,yes
12.551308762873044,31,88,1,3,you,None,no,3.0,9.833333333333334,5304.762352941176,yes
8.076994291051838,32,89,1,3,were,None,yes,2.0,14.0,3701.5714285714284,yes
12.2310548618424,33,90,1,3,to,None,no,4.0,9.0,6843.111111111111,yes
10.548272506723595,34,91,1,3,go,None,no,3.0,8.333333333333334,5792.16,yes
10.300500803849149,35,92,1,3,into,None,no,3.0,8.0,5885.875,yes
11.084290827543098,36,93,1,3,the,None,no,3.0,8.666666666666666,5652.2307692307695,yes
6.551326218825061,37,94,1,3,city,None,yes,2.0,12.0,4601.083333333333,yes
12.106077646312318,38,95,1,3,to,None,no,3.0,9.333333333333334,5241.964285714285,yes
6.505825037866352,39,96,1,3,visit,None,no,2.0,12.0,4138.083333333333,yes
10.096891997442249,40,97,1,3,the,None,no,3.0,8.0,6151.375,yes
9.63334460529165,41,98,1,3,stately,None,no,3.0,8.0,6646.125,yes
9.96385799586563,42,99,1,3,city,None,yes,4.5,11.625,9955.813095238094,yes
9.386346168228092,43,100,1,3,hall,None,yes,2.6,11.000000000000002,5263.845904761905,yes
7.616729074181653,43,100,1,3,",",None,no,2.0,13.5,3654.6666666666665,no
12.862226474807192,44,101,1,3,you,None,no,3.0,9.833333333333334,4957.634117647058,yes
12.492174197975299,45,102,1,3,would,None,no,3.0,9.333333333333334,4802.785714285714,yes
9.97998828475628,46,103,1,3,see,None,no,3.0,7.666666666666667,5523.0,yes
6.763829386100926,47,104,1,3,there,None,no,2.0,11.0,3800.1111111111113,yes
11.068757464655734,48,105,1,3,the,None,no,3.0,8.666666666666666,5297.884615384616,yes
5.279723478737846,49,106,1,3,crest,None,yes,2.0,9.5,5094.8421052631575,yes
9.412326995806227,50,107,1,3,of,None,no,3.0,7.333333333333333,6471.272727272728,yes
10.145918311030709,51,108,1,3,the,None,no,3.0,8.0,6209.25,yes
7.066690779727805,52,109,1,3,city,None,yes,2.0,12.0,4167.666666666667,yes
12.268789471338183,53,110,1,3,of,None,no,3.0,9.0,5347.333333333333,yes
11.707713003764223,54,111,1,3,bradford,None,yes,3.2,12.899999999999999,5722.367489240699,yes
9.01529249473749,54,111,1,3,",",None,no,3.0,7.0,6116.571428571428,no
15.715666973577532,55,112,1,3,which,yes,yes,3.0,11.5,7257.789482097187,yes
13.887539931636809,56,113,1,3,those,None,no,3.0,10.333333333333334,5082.677419354838,yes
7.5851681831408895,57,114,1,3,same,None,no,2.0,13.5,3843.185185185185,yes
12.514221131849041,58,115,1,3,mill,None,yes,2.75,10.875000000000002,5239.234343210968,yes
11.413314913283326,59,116,1,3,owners,None,no,5.6,9.238095238095237,13024.05873015873,yes
8.240379140845956,60,117,1,3,created,None,no,8.6,15.26666666666667,10120.72912761152,yes
15.433591175009663,61,118,1,3,to,yes,no,7.0,12.0,29215.666666666668,yes
11.699059810008919,62,119,1,3,celebrate,None,no,3.0,9.0,15613.333333333334,yes
5.828202339653543,63,120,1,3,their,None,no,2.0,10.5,13141.52380952381,yes
6.2550400439532945,1,122,1,4,it,None,no,2.0,11.166666666666668,12175.167142857143,yes
8.04719554515437,2,123,1,4,shows,None,no,2.0,13.5,10588.962962962964,yes
11.667587298561394,3,124,1,4,a,None,no,3.0,9.0,16039.0,yes
3.0226525480214606,4,125,1,4,sinister,None,no,1.0,19.0,7376.9473684210525,yes
10.592058401983637,5,126,1,4,looking,None,no,2.6666666666666665,10.5,13963.881414131645,yes
10.75801847441117,6,127,1,4,boar,None,yes,2.5,14.833333333333332,12072.503012930712,yes
12.324352582785405,6,127,1,4,'s,None,yes,3.6,9.466666666666667,19441.648356374808,no
11.31399190195908,7,128,1,4,head,None,no,2.8,13.4,13985.975184815185,yes
11.397474176661474,8,129,1,4,sitting,None,no,3.0,8.0,18068.125,yes
10.146067351446018,9,130,1,4,on,None,no,3.0,8.0,18074.625,yes
6.524271525300977,10,131,1,4,top,None,no,2.0,17.166666666666668,14017.616541353384,yes
14.440701571072154,11,132,1,4,of,None,no,3.0,11.0,13917.545454545454,yes
9.213815144288162,12,133,1,4,a,None,no,2.0,15.5,9733.741935483871,yes
12.787662623905147,13,134,1,4,well,None,no,2.6923076923076925,12.384615384615385,13276.75683713455,yes
14.873637102777895,14,135,1,4,which,None,no,4.25,11.583333333333332,15292.068668831169,yes
12.567430402702616,15,136,1,4,seems,None,yes,2.6666666666666665,11.333333333333334,11980.387121212121,yes
6.7166270868155395,16,137,1,4,puzzling,None,no,2.0,11.0,12741.272727272728,yes
8.268715581392085,17,138,1,4,at,None,no,7.0,7.0,47049.0,yes
11.518171739592434,18,139,1,4,first,None,yes,2.6666666666666665,12.822222222222221,13323.236369529277,yes
10.125028040510298,18,139,1,4,",",None,no,3.0,7.333333333333333,19964.590909090908,no
12.523330968766551,19,140,1,4,but,None,no,3.0,9.333333333333334,15854.249999999998,yes
10.857305681527164,20,141,1,4,the,None,no,3.0,9.0,16747.333333333332,yes
13.218372537852293,21,142,1,4,reason,None,no,3.0,10.666666666666666,14684.15404040404,yes
14.411414468737002,22,143,1,4,for,None,no,3.0,11.333333333333334,13708.676470588234,yes
7.826892759633343,23,144,1,4,this,None,no,2.0,13.5,10888.962962962964,yes
14.64093792016765,24,145,1,4,symbol,None,no,8.142857142857142,12.04761904761905,37533.745539842224,yes
14.120081159761323,25,146,1,4,is,None,no,9.0,10.0,44487.0,yes
10.979019214428735,26,147,1,4,a,None,no,4.0,8.0,24231.0,yes
12.644644079552346,27,148,1,4,matter,None,no,3.0,9.111111111111112,17125.311520737323,yes
12.412115518438918,28,149,1,4,of,None,yes,2.3333333333333335,14.611111111111112,9517.66317204301,yes
5.59590415678001,1,151,1,5,there,None,no,2.5,6.666666666666666,18299.135338345866,yes
8.777041931223966,2,152,1,5,was,None,no,3.0,7.0,20355.85714285714,yes
11.423731698582042,3,153,1,5,once,None,no,3.0,8.5,17224.007142857143,yes
11.446508589470735,3,153,1,5,",",None,no,3.0,9.0,16310.333333333334,no
9.231736695084987,4,154,1,5,legend,None,yes,2.3333333333333335,12.0,12931.997979797981,yes
10.696261663544238,5,155,1,5,has,None,no,11.0,8.0,68578.125,yes
12.482897354317071,6,156,1,5,it,None,yes,9.0,9.5,15626.352272727272,yes
10.848834365036423,6,156,1,5,",",None,yes,3.0,8.333333333333334,17753.879999999997,no
8.976648659450602,7,157,1,5,a,None,no,3.0,7.666666666666667,19206.521739130432,yes
7.9205225497653355,8,158,1,5,fearsome,None,no,12.0,7.0,82542.85714285714,yes
9.490685038975041,9,159,1,5,boar,None,no,4.5,11.083333333333334,26466.8,yes
11.459404788683985,9,159,1,5,",",None,no,3.0,9.333333333333334,16045.92857142857,no
15.912432926684582,10,160,1,5,which,None,no,3.0,11.75,9873.941287878788,yes
10.283464301591582,11,161,1,5,lived,None,no,2.0,18.0,8299.333333333334,yes
11.06633190073739,12,162,1,5,in,None,no,3.0,9.0,16371.333333333334,yes
9.9458178779734,13,163,1,5,a,None,no,3.0,8.0,17969.25,yes
6.1322978178312155,14,164,1,5,wood,None,yes,2.0,12.0,12720.0,yes
11.436256917052193,15,165,1,5,located,None,yes,2.6666666666666665,10.777777777777777,12735.999816849819,yes
6.314144775489427,16,166,1,5,just,None,no,2.0,11.5,9769.04347826087,yes
10.361897387773634,17,167,1,5,outside,None,no,3.0,7.666666666666667,18543.391304347824,yes
9.496983980350342,18,168,1,5,the,None,no,3.0,8.0,18398.25,yes
9.166022960039594,19,169,1,5,manor,None,no,3.6666666666666665,15.0,19825.954545454544,yes
13.105035127884424,20,170,1,5,of,None,no,3.0,10.333333333333334,14907.48387096774,yes
3.467994492769006,1,172,1,6,a,None,no,2.0,6.5,16321.384615384615,yes
10.624536014104732,2,173,1,6,source,None,no,3.0,8.666666666666666,17772.798181818183,yes
12.661370772048484,3,174,1,6,of,None,no,3.0,10.0,15293.8,yes
11.805344958382552,4,175,1,6,great,None,yes,2.5,14.861111111111112,11981.379507943944,yes
14.00183884923121,5,176,1,6,trouble,None,yes,3.857142857142857,10.666666666666668,19318.664427925014,yes
13.674004220508758,6,177,1,6,to,None,no,6.0,10.0,28971.6,yes
12.557718255496995,7,178,1,6,the,None,no,3.0,10.0,15084.6,yes
10.109803908601803,8,179,1,6,local,None,no,3.0,8.0,17946.625,yes
14.263994320729243,9,180,1,6,folk,None,no,3.3333333333333335,12.122222222222222,15003.666471485145,yes
9.23823680365874,10,181,1,6,the,None,no,3.0,7.333333333333333,6864.818181818182,yes
10.598001204495102,11,182,1,6,boar,None,no,3.0,8.666666666666666,6755.287301587301,yes
10.620734165325661,12,183,1,6,was,None,no,3.0,8.0,7703.875,yes
9.423515000310498,12,183,1,6,",",yes,yes,3.0,8.0,19418.25,no
11.491600478600164,13,184,1,6,bringing,None,no,3.0,8.666666666666666,16913.076923076926,yes
6.599484662880681,14,185,1,6,terror,None,no,2.0,10.5,13584.285714285714,yes
11.900136795154754,15,186,1,6,to,None,no,3.0,8.333333333333334,17015.64,yes
11.860224877409037,16,187,1,6,the,None,no,3.0,9.333333333333334,15846.535714285714,yes
9.910297410798655,17,188,1,6,peaceful,None,no,3.0,8.0,18045.75,yes
11.400757401097035,18,189,1,6,flocks,None,yes,2.75,11.5,14278.751420454544,yes
12.019952731951346,19,190,1,6,and,None,no,37.0,10.0,187068.3,yes
6.7047514129225805,20,191,1,6,ravaging,None,no,2.0,11.5,12665.565217391304,yes
9.160413795744555,21,192,1,6,the,None,no,20.0,8.0,125682.5,yes
10.970783705509477,22,193,1,6,countryside,None,no,8.666666666666666,10.166666666666666,46276.76515151516,yes
3.606206499413047,1,195,1,7,even,None,no,2.0,7.0,14787.57142857143,yes
7.307778808408342,2,196,1,7,worse,None,no,2.5,10.25,16271.98181818182,yes
10.278405692189436,2,196,1,7,",",None,no,3.0,8.333333333333334,17144.64,no
7.330291158396648,3,197,1,7,however,None,no,2.0,13.0,10134.692307692309,yes
12.892495788857625,3,197,1,7,",",None,no,3.0,10.333333333333334,14298.870967741934,no
12.79499851573769,4,198,1,7,the,None,no,3.0,10.333333333333334,14544.58064516129,yes
12.980825852266097,5,199,1,7,boar,None,no,2.6666666666666665,12.833333333333334,12110.698005698005,yes
12.89091521436421,6,200,1,7,most,None,no,3.0,10.0,15195.8,yes
9.980381701666097,7,201,1,7,liked,None,no,2.3333333333333335,12.055555555555555,10599.27237654321,yes
13.028920100582415,8,202,1,7,to,None,no,3.0,9.333333333333334,11787.321428571428,yes
11.12391920009416,9,203,1,7,go,None,no,3.0,9.0,16134.666666666666,yes
10.701638894426834,10,204,1,7,to,None,no,3.0,8.333333333333334,12757.679999999998,yes
11.616887326273979,11,205,1,7,the,None,no,3.0,9.333333333333334,15415.071428571428,yes
5.532974964533819,12,206,1,7,well,None,yes,4.0,14.0,23865.5,yes
14.819179806848979,13,207,1,7,that,None,no,2.75,12.583333333333334,8538.355637254903,yes
15.664735086527685,14,208,1,7,was,None,no,3.0,11.0,13408.636363636364,yes
11.486188509963409,15,209,1,7,in,None,no,3.0,8.333333333333334,17313.84,yes
10.082741639087551,16,210,1,7,the,None,no,3.0,8.0,18403.125,yes
13.29058578739794,17,211,1,7,wood,None,yes,2.8333333333333335,12.798611111111109,13328.715662390949,yes
12.551396932543554,18,212,1,7,and,None,no,3.0,10.0,14711.1,yes
12.520709383182886,19,213,1,7,drink,None,no,6.0,10.0,29459.4,yes
8.323154272961258,20,214,1,7,its,None,no,16.0,7.0,110219.42857142857,yes
6.744917030821481,21,215,1,7,fresh,None,no,4.0,8.75,26694.85714285714,yes
12.25597724618164,22,216,1,7,water,None,yes,4.666666666666667,12.768518518518517,22467.069065600746,yes
11.17657085794145,22,216,1,7,",",None,no,3.0,9.333333333333334,16595.785714285714,no
9.147864563840432,23,217,1,7,so,None,no,3.0,7.333333333333333,19219.363636363636,yes
12.281426545414545,24,218,1,7,that,None,yes,5.25,11.298076923076923,13635.571067821067,yes
9.45300660165438,25,219,1,7,the,None,no,3.0,8.0,6963.75,yes
7.615055694670808,26,220,1,7,people,None,no,2.3333333333333335,10.166666666666666,5329.952592592593,yes
11.251087422075607,27,221,1,7,of,None,no,3.0,9.0,6479.666666666667,yes
6.137515226811375,28,222,1,7,bradford,None,yes,2.0,10.5,4158.285714285715,yes
10.528462425371323,29,223,1,7,had,yes,yes,2.6666666666666665,9.555555555555557,9555.449193899782,yes
5.404374759234596,30,224,1,7,second,None,no,2.0,10.0,5003.1,yes
8.409833394187224,31,225,1,7,thoughts,None,yes,2.5,10.354166666666666,6103.465156882591,yes
9.513387365278374,32,226,1,7,about,None,yes,3.0,6.0,7388.0,yes
10.58929750495414,33,227,1,7,visiting,None,no,13.0,8.0,23950.875,yes
10.109507186314605,34,228,1,7,the,None,no,3.0,8.0,6595.375,yes
5.612047661074553,1,230,1,8,that,None,no,2.5,6.416666666666666,18778.085020242914,yes
8.865477123080375,2,231,1,8,the,None,no,3.0,7.333333333333333,6577.636363636364,yes
9.172586967588256,3,232,1,8,people,None,no,2.6666666666666665,10.111111111111112,5658.9504761904755,yes
11.474313937334589,4,233,1,8,of,None,no,3.0,9.0,5811.666666666667,yes
6.137515226811375,5,234,1,8,bradford,None,yes,2.0,10.5,4158.285714285715,yes
11.854795626988698,6,235,1,8,bore,yes,yes,3.0,8.88888888888889,9300.221680672268,yes
10.52236647139654,7,236,1,8,the,None,no,3.0,8.333333333333334,6386.28,yes
8.104188417574967,8,237,1,8,brunt,None,no,2.3333333333333335,14.222222222222223,5454.485705003249,yes
12.74442180021211,9,238,1,8,of,None,no,3.0,9.333333333333334,5788.714285714285,yes
12.064041962378434,10,239,1,8,the,None,no,3.0,9.333333333333334,6427.607142857142,yes
12.541581419465611,11,240,1,8,beast,None,yes,2.7142857142857144,11.571428571428571,5264.002926365829,yes
15.033620812745346,11,240,1,8,'s,None,no,4.25,11.166666666666666,8169.4964285714295,no
10.188086550240467,12,241,1,8,ferocity,None,yes,2.0,16.0,3573.4375,yes
8.25716418010327,13,242,1,8,was,yes,no,3.0,6.0,23683.0,yes
7.016140683632064,14,243,1,8,unfair,None,no,2.0,11.5,12933.31968810916,yes
8.445292383746587,15,244,1,8,in,None,no,21.0,7.666666666666667,147522.0,yes
9.700296748164034,16,245,1,8,the,None,no,3.0,8.333333333333334,18136.44,yes
9.373393603247518,17,246,1,8,eyes,None,yes,2.5,11.916666666666668,15546.8189484127,yes
11.563018942174534,18,247,1,8,of,None,no,3.0,8.0,18234.375,yes
12.520778910211138,19,248,1,8,the,None,no,3.0,10.0,15188.1,yes
12.835283580636693,20,249,1,8,people,None,yes,3.0,10.0,15920.40707981784,yes
11.92500760043723,21,250,1,8,of,None,no,9.0,9.0,48495.0,yes
12.592489542828144,22,251,1,8,the,None,no,3.0,10.0,15169.4,yes
6.415295008339347,1,253,1,9,eventually,None,no,2.0,11.166666666666668,12110.187142857143,yes
13.027827374381255,1,253,1,9,",",None,no,3.0,10.333333333333334,14276.322580645161,no
12.232599103038531,2,254,1,9,the,None,no,3.0,10.0,15023.0,yes
10.705599799480433,3,255,1,9,issue,None,no,2.3333333333333335,15.666666666666666,11124.88383838384,yes
7.7068546968371425,4,256,1,9,reached,None,no,2.0,14.0,10816.142857142857,yes
11.15326361885642,5,257,1,9,the,None,no,3.0,8.666666666666666,9692.307692307693,yes
5.244145958894048,6,258,1,9,ears,None,yes,2.0,9.5,15090.631578947368,yes
10.656777979579775,7,259,1,9,of,None,no,3.0,7.666666666666667,18699.0,yes
11.12030739292888,8,260,1,9,the,None,no,3.0,9.0,16903.0,yes
9.813405745953585,9,261,1,9,kindly,None,no,3.0,8.0,18381.75,yes
11.264723409749406,10,262,1,9,lord,None,no,2.75,11.5,14773.410511363636,yes
14.28685349947103,11,263,1,9,of,None,no,3.0,11.0,13952.727272727272,yes
12.453763019872316,12,264,1,9,the,None,no,3.0,10.0,15353.4,yes
6.507692522767302,13,265,1,9,manor,None,yes,2.0,12.0,12445.0,yes
18.007360246536447,14,266,1,9,who,None,yes,3.25,13.25,9419.00999313187,yes
14.13708132628366,15,267,1,9,the,None,no,3.0,11.0,5412.545454545455,yes
3.3436951993266613,16,268,1,9,people,None,yes,1.0,24.0,2169.5,yes
11.13711028923414,17,269,1,9,had,None,no,3.0,8.0,6279.75,yes
2.590633216082642,18,270,1,9,often,None,no,1.0,18.0,2538.3333333333335,yes
7.2051129657852995,19,271,1,9,asked,None,yes,3.0,9.333333333333334,7684.714285714285,yes
12.066220095092872,20,272,1,9,for,yes,no,3.0,8.666666666666666,16591.26923076923,yes
3.425472335009604,1,274,1,10,the,None,no,2.0,6.5,16409.53846153846,yes
9.965224950563787,2,275,1,10,lord,None,no,3.0,8.333333333333334,18421.682142857142,yes
9.498843415276355,3,276,1,10,saw,None,yes,4.0,13.6,18597.222222222223,yes
11.424992518735321,4,277,1,10,the,None,no,3.0,9.0,5783.666666666667,yes
10.398903808760071,5,278,1,10,severity,None,no,2.6666666666666665,10.277777777777779,14139.056989247312,yes
12.862159769412695,6,279,1,10,of,None,no,3.0,10.0,15509.5,yes
11.929191699096743,7,280,1,10,the,None,no,3.0,9.333333333333334,16189.714285714284,yes
13.351428423854577,8,281,1,10,problem,None,yes,2.7142857142857144,12.476190476190478,12790.768454452991,yes
12.098026065422921,9,282,1,10,the,None,no,3.0,9.0,16310.222222222223,yes
3.207131244164517,10,283,1,10,people,None,yes,1.0,22.0,3658.2272727272725,yes
12.959037146153307,11,284,1,10,faced,None,yes,2.6666666666666665,12.351851851851851,12690.243001875664,yes
10.901560360670802,12,285,1,10,and,None,no,3.0,9.0,16843.444444444445,yes
6.3239448246149745,13,286,1,10,suggested,None,no,2.0,11.0,14008.90909090909,yes
9.8182244973543,14,287,1,10,a,None,no,3.0,8.0,18980.875,yes
9.49426019244363,15,288,1,10,contest,None,no,2.3333333333333335,12.666666666666666,12791.129292929292,yes
10.894649269917783,16,289,1,10,could,None,no,3.0,9.0,17027.333333333332,yes
7.1033509710017935,17,290,1,10,solve,None,no,3.0,6.0,23533.166666666668,yes
8.302844095326922,18,291,1,10,the,None,no,3.0,7.0,20298.85714285714,yes
6.262408722370382,1,293,1,11,he,None,no,2.0,11.666666666666668,11944.720000000001,yes
8.020633207080326,2,294,1,11,said,None,no,2.0,13.5,10831.777777777777,yes
7.475332891987565,3,295,1,11,that,None,no,2.0,11.5,11614.521739130434,yes
9.677442744767905,4,296,1,11,whoever,yes,no,2.25,12.041666666666666,9881.235263157894,yes
10.827772084412668,5,297,1,11,could,None,no,3.0,8.333333333333334,5299.08,yes
5.826240909306852,6,298,1,11,kill,None,no,2.0,10.5,4415.142857142857,yes
8.694451358867756,7,299,1,11,the,None,no,3.0,7.0,7231.285714285715,yes
10.094437750560724,8,300,1,11,boar,yes,yes,2.2857142857142856,14.642857142857142,6680.684094928795,yes
9.961978224585494,9,301,1,11,and,None,no,3.0,8.0,6217.0,yes
10.854007402482704,10,302,1,11,bring,None,no,3.0,8.333333333333334,5619.599999999999,yes
5.677806689758168,11,303,1,11,as,None,no,1.5,17.5,3015.2380952380954,yes
6.458514566282195,12,304,1,11,proof,None,yes,2.0,11.5,4091.884990253411,yes
3.876889093154169,13,305,1,11,its,None,no,2.0,7.5,4188.0,yes
3.990645329302418,14,306,1,11,head,None,yes,2.0,8.0,5695.5,yes
9.749700045417745,15,307,1,11,to,None,no,3.0,7.333333333333333,4937.181818181818,yes
10.355608736477254,16,308,1,11,the,None,no,3.0,8.0,5953.125,yes
10.743945665433774,17,309,1,11,manor,None,yes,3.3684210526315788,12.087719298245613,6662.9120821030165,yes
9.996038247226553,18,310,1,11,house,None,yes,2.5,11.125,4827.954292929293,yes
9.00050635014215,19,311,1,11,would,None,no,3.0,7.0,6650.571428571428,yes
8.46310176368773,20,312,1,11,be,None,no,3.0,6.666666666666667,6439.349999999999,yes
11.135241198408753,21,313,1,11,rewarded,yes,yes,3.1666666666666665,13.37962962962963,14835.751724890504,yes
6.00291619497086,22,314,1,11,with,None,no,2.0,11.0,4050.3636363636365,yes
7.174334496766479,23,315,1,11,land,None,no,3.0,6.0,7155.0,yes
